ID,NOMBRE,PRECIO,PAGINA,COLUMNA
328,"AZUCAR DE COCO x 1 Kg",9.231,30,4,DER
329,"AZUCAR IMPALPABLE s/tacc x 1 Kg",1.836,33,4,DER
330,"AZUCAR IMPALPABLE s/tacc x 5 Kg",7.738,69,4,DER
331,"AZUCAR NEGRA s/tacc x 1 Kg",1.836,33,4,DER
332,"JENGIBRE GLASEADO en cubos x 5 kg",74.011,61,5,IZQ
333,"SEMILLA DE AMAPOLA x 25 kg",252.942,38,5,IZQ
334,"SEMILLA DE AMAPOLA x 1 kg",10.948,15,5,IZQ
335,"SEMILLA DE AMARANTO x 25 kg",125.263,92,5,IZQ
336,"SEMILLA DE AMARANTO x 1 kg",5.780,99,5,IZQ
337,"SEMILLA DE AMARANTO x 5 kg",26.249,29,5,IZQ
338,"SEMILLA DE AMARANTO x 2,5 kg",13.727,81,5,IZQ
339,"SEMILLA DE SESAMO INTEGRAL x 25 kg",38.124,00,5,IZQ
340,"SEMILLA DE SESAMO INTEGRAL x 1 kg",1.840,83,5,IZQ
341,"SEMILLA DE SESAMO INTEGRAL x 2,5 kg",4.256,16,5,IZQ
342,"SEMILLA SESAMO INTEGRAL x 5 Kg",8.063,77,5,IZQ
343,"SEMILLA DE SESAMO BLANCO x 25 kg",123.024,34,5,IZQ
344,"SEMILLA DE SESAMO BLANCO x 1 Kg",5.604,53,5,IZQ
345,"SEMILLA DE SESAMO BLANCO x 2,5 Kg",13.288,62,5,IZQ
346,"SEMILLA DE SESAMO BLANCO x 5 kg",25.366,83,5,IZQ
347,"SEMILLA DE QUINOA PERUANA x 25 kg",184.069,18,5,IZQ
348,"SEMILLA DE QUINOA PERUANA x 1 kg",8.439,59,5,IZQ
349,"SEMILLA DE QUINOA PERUANA x 2.5 kg",20.118,63,5,IZQ
350,"SEMILLA DE QUINOA PERUANA x 5 kg",38.520,63,5,IZQ
351,"SEMILLA DE LINO x 25 kg",47.887,60,5,IZQ
352,"SEMILLA DE LINO x 1 kg",2.153,69,5,IZQ
353,"SEMILLA DE LINO x 2,5 kg",5.193,47,5,IZQ
354,"SEMILLA DE LINO x 5 KG",9.982,60,5,IZQ
355,"SEMILLA de ZAPALLO x 25 kg",270.013,25,5,IZQ
356,"SEMILLA de ZAPALLO x 1kg",11.485,65,5,IZQ
357,"SEMILLA DE ZAPALLO x 500 gr",5.992,23,5,IZQ
358,"SEMILLA DE GIRASOL PELADA x 1 Kg",3.195,46,5,IZQ
359,"SEMILLA DE GIRASOL PELADA x 2,5 kg",7.507,99,5,IZQ
360,"SEMILLA DE GIRASOL PELADA x 5 kg",14.287,68,5,IZQ
361,"SEMILLA DE GIRASOL x 22.68 kg",62.416,40,5,IZQ
362,"SEMILLA DE SESAMO NEGRO x 25 Kg",177.715,45,5,IZQ
363,"SEMILLA DE SESAMO NEGRO x 1 Kg",8.046,33,5,IZQ
364,"SEMILLA DE SESAMO NEGRO x 2,5 Kg",19.149,59,5,IZQ
365,"SEMILLA SESAMO NEGRO x 5 Kg",36.601,11,5,IZQ
366,"SEMILLA DE PSYLLIUM x 25 kg",296.027,33,5,IZQ
367,"SEMILLA DE PSYLLIUM x 1 kg",13.330,78,5,IZQ
368,"SEMILLA DE CHIA x economica 20 Kg",76.160,00,5,IZQ
369,"SEMILLA DE CHIA x 1 kg",6.127,20,5,IZQ
370,"SEMILLA DE CHIA x 2,5 kg",14.473,80,5,IZQ
371,"SEMILLA DE CHIA x 5 kg",27.955,20,5,IZQ
372,"TRIGO BURGOL x 1 kg",1.611,89,5,IZQ
373,"TRIGO BURGOL x 5 kg",7.058,72,5,IZQ
374,"TRIGO BURGOL FINO x 30 kg",40.040,32,5,IZQ
375,"MIX DE SEMILLAS P/ ENSALADAS x 1 Kg",3.339,48,5,IZQ
376,"MIX DE SEMILLAS P/ ENSALADAS x 2.5 Kg",7.925,81,5,IZQ
377,"AZUCAR NEGRA s/tacc x 5 Kg",7.738,69,5,DER
378,"AZUCAR RUBIA s/tacc x 1 Kg",1.917,27,5,DER
379,"AZUCAR RUBIA s/tacc x 5 Kg",8.269,76,5,DER
380,"GELATINA SIN SABOR sin tacc x 1 Kg",19.886,93,5,DER
381,"AGUA DE AZAHAR sin tacc x 110 ml",1.746,09,5,DER
382,"POLVO DE HORNEAR s/tacc x 3 Kg",13.585,87,5,DER
383,"CAFE BAÑADO CON CHOCOLATE x 500 gr",15.527,37,5,DER
384,"NARANJA BAÑADA C/CHOCOLATE x 500gr",17.051,97,5,DER
385,"BALON DE CEREAL CON CHOCO. C/LECHE x500g",10.594,23,5,DER
386,"ALMENDRA BAÑADA CON CHOCOLATE x 500 gr",14.404,93,5,DER
387,"ARANDANO BAÑADO CON CHOCOLATE x 500 gr",17.051,97,5,DER
388,"MANI CON CHOCOLATE semiamargo x 500 gr",8.388,03,5,DER
389,"PASA DE UVA BAÑADAS CON CHOCOLATE x 500g",10.313,69,5,DER
390,"CHIPS DE CHOCOLATE semiamargo x 500 gr",5.082,87,5,DER
391,"CHIPS DE CHOCOLATE blanco x 500 gr",4.898,31,5,DER
392,"CONFITES CHOCOLATE tipo rocklets x 500 g",9.912,15,5,DER
393,"CHOCOLATINAS SEMIAMARGAS 50u x 5gr",11.315,19,5,DER
394,"CHOCOLATINAS C/LECHE S/AZUCAR 50u x 5g",12.207,30,5,DER
395,"CHOCOLATINAS C/STEVIA 70% CACAO 50u x 5g",13.117,82,5,DER
396,"TABLETA ORGANICA 80% CACAO 10u x 100gr",47.442,07,5,DER
397,"TABLETA ORGANICA 70% CACAO 10u x 100gr",44.051,93,5,DER
398,"TABLETA S/AZUCAR 55% CACAO 10u x 100gr",33.804,16,5,DER
399,"TABLETA C/STEVIA 70% CACAO 10u x 100gr",35.952,27,5,DER
400,"TABLETA ORGANICA 60% CACAO 10u x 100gr",40.602,12,5,DER
401,"70% - CHOCOLATE ALTO CONT. CACAO x 1 Kg",37.556,06,5,DER
402,"80% - CHOCOLATE ALTO CONT. CACAO x 1 Kg",41.613,87,5,DER
403,"100% - CHOCOLATE ALTO CONT. CACAO x 1 Kg",50.871,78,5,DER
404,"70% STEVIA - CHOCOLATE ALT. CACAO x 1K",34.920,15,5,DER
405,"LEVEX LEVADURA INSTANTANEA caja x 50 sob",16.424,08,5,DER
406,"MANZANILLA EN FLOR x 17 Kg",448.183,89,5,DER
407,"MANZANILLA EN FLOR x 1 Kg",27.981,13,5,DER
408,"MATE COCIDO EN POLVO INSTANTANEO x 100gr",3.412,50,5,DER
409,"TE NEGRO EN POLVO INSTANTANEO x 100gr",3.412,50,5,DER
410,"MULA CAFE TOSTADO MOLIDO suave x 250gr",9.618,36,5,DER
411,"MULA CAFE TOSTADO MOLIDO equilli x 250gr",9.618,36,5,DER
412,"MULA CAFE TOSTADO MOLIDO intenso x 250gr",9.618,36,5,DER
413,"TE VERDE EN HEBRAS x 10 kg",21.576,41,5,DER
414,"TE VERDE EN HEBRAS x 1 kg",2.548,83,5,DER
415,"TE NEGRO EN HEBRAS x 10 kg",21.576,41,5,DER
416,"TE NEGRO EN HEBRAS x 1 kg",2.548,83,5,DER
417,"MIX DE SEMILLAS P/ ENSALADAS x 5 Kg",15.261,45,6,IZQ
418,"MIX DE SEMILLAS P/ ENSALADAS x 20 Kg",58.713,92,6,IZQ
419,"MIX DE SEMILLAS P/ PAN Y GALLETAS x 1 Kg",4.347,54,6,IZQ
420,"MIX DE SEMILLAS P/ PAN Y GALLETAS x 2,5K",10.372,93,6,IZQ
421,"MIX DE SEMILLAS P/ PAN Y GALLETAS x 5 Kg",20.009,59,6,IZQ
422,"MIX DE SEMILLAS P/ PAN Y GALLETAS x 20Kg",77.122,02,6,IZQ
423,"TRIGO SARRACENO PELADO sin tacc x 20kg",86.122,00,6,IZQ
424,"TRIGO SARRACENO PELADO sin tacc x 1kg",5.090,08,6,IZQ
425,"SEMILLA DE FENOGRECO x 25 Kg",102.775,43,6,IZQ
426,"SEMILLA DE FENOGRECO x 1 Kg",4.700,27,6,IZQ
427,"ARROZ KOSHIHIKARI sushi x 30 kg",53.659,39,6,IZQ
428,"ARROZ KOSHIHIKARI sushi x 1 kg",2.138,38,6,IZQ
429,"ARROZ KOSHIHIKARI sushi x 5 kg",9.439,25,6,IZQ
430,"ARROZ YAMANI INTEGRAL caupolican x 25 k",39.051,10,6,IZQ
431,"ARROZ YAMANI INTEGRAL x 5 kg",8.122,72,6,IZQ
432,"ARROZ YAMANI INTEG. AGROECOLOGICO x 25Kg",43.160,10,6,IZQ
433,"ARROZ LARGO FINO INTEGRAL B Bonnet x25kg",26.406,29,6,IZQ
434,"ARROZ LARGO FINO INTEGRAL B Bonnet x 5kg",5.618,09,6,IZQ
435,"ARROZ NEGRO x 25 Kg",52.267,47,6,IZQ
436,"ARROZ NEGRO x 1 kg",2.385,02,6,IZQ
437,"ARROZ NEGRO x 5 kg",11.015,74,6,IZQ
438,"MAIZ FRITO sabor barbacoa España x 1 Kg",9.878,33,6,IZQ
439,"MAIZ FRITO sabor barbacoa España x 5 Kg",46.921,82,6,IZQ
440,"MAIZ FRITO sabor barbacoa España x 25 Kg",227.986,65,6,IZQ
441,"MAIZ FRITO sabor original España x 1 Kg",9.637,59,6,IZQ
442,"MAIZ FRITO sabor original España x 5 Kg",45.767,04,6,IZQ
443,"MAIZ FRITO sabor original España x 25 Kg",222.361,66,6,IZQ
444,"MAIZ FRITO mostaza y miel España x 1 Kg",10.679,99,6,IZQ
445,"MAIZ FRITO mostaza y miel España x 5 Kg",50.763,03,6,IZQ
446,"MAIZ FRITO mostaza y miel España x 25 K",246.696,58,6,IZQ
447,"MANI CROCANTE SABORIZADO jamon x 1Kg",3.049,81,6,IZQ
448,"MANI CROCANTE SABORIZADO pizza x 1Kg",3.049,81,6,IZQ
449,"MANI CROCANTE SABORIZADO queso x 1Kg",3.049,81,6,IZQ
450,"MANI CROCANTE SABORIZADO a granel x 25Kg",64.974,00,6,IZQ
451,"GARRAPIÑADA DE MANI x 1 kg",4.243,20,6,IZQ
452,"PAPAS FRITAS TUBO sabor original x 104gr",2.612,11,6,IZQ
453,"PAPAS FRITAS TUBO sabor queso x 104gr",2.612,11,6,IZQ
454,"PAPAS FRITAS TUBO sabor cebolla x 104gr",2.612,11,6,IZQ
455,"PAPAS FRITAS TUBO chile y lima x 104gr",2.612,11,6,IZQ
456,"PAPAS FRITAS TUBO sabor barbacoa x 104gr",2.612,11,6,IZQ
457,"MIX SALADO cervecero x 20 Kg",98.447,16,6,IZQ
458,"MIX SALADO cervecero x 1 Kg",5.401,32,6,IZQ
459,"YERBA MATE AJEDREZ canchada x 10 kg",36.482,42,6,DER
460,"TE ROJO EN HEBRAS x 10 kg",21.576,41,6,DER
461,"TE ROJO EN HEBRAS x 1 kg",2.548,83,6,DER
462,"YERBA KALENA DESPALADA (azul) x 10 Kg",63.313,58,6,DER
463,"YERBA KALENA DESPALADA (azul) x 500 gr",3.647,55,6,DER
464,"YERBA KALENA TRADICIONAL (roja) x 500 gr",3.028,00,6,DER
465,"YERBA KALENA DESPALADA (azul) x 2 Kg",13.846,79,6,DER
466,"YERBA KALENA TRADICIONAL (roja) x 2 Kg",11.369,10,6,DER
467,"YERBA MATE TUCANGUA convencional x 500gr",1.922,59,6,DER
468,"YERBA MATE TUCANGUA convencional x 1 Kg",3.487,45,6,DER
469,"YERBA MATE TUCANGUA organica x 1 Kg",5.904,05,6,DER
470,"YERBA MATE TUCANGUA x 2 kg",6.822,86,6,DER
471,"YERBA MATE TUCANGUA x 5 kg",14.711,10,6,DER
472,"YERBA MATE TUCANGUA x 10 kg",28.207,98,6,DER
473,"YERBA MATE TUCANGUA x 20 kg",53.495,65,6,DER
474,"JUGO DE ARAND. FRUTO DE VIDA x 1,5L",2.472,76,6,DER
475,"JUGO DE ARAND. FRUTO DE VIDA Chia x 1,5L",2.658,19,6,DER
476,"BOMBONES DE MEMBRILLO PIZARRO caja x 24u",9.244,80,6,DER
477,"MEMBRILLO GLASEADO pizarro x 650gr",4.365,60,6,DER
478,"HUMO LIQUIDO NATURAL el ahumador x250 ml",3.160,79,6,DER
479,"GASEOSA PRE Y PROBIOTICA LIMA LIMON lata",1.852,00,6,DER
480,"GASEOSA PRE Y PROBIOTICA NARANJA lata",1.852,00,6,DER
481,"GASEOSA PRE Y PROBIOTICA POMELO lata",1.852,00,6,DER
482,"GASEOSA PRE Y PROBIOTICA FRAM-LIMA lata",1.852,00,6,DER
483,"GASEOSA PRE Y PROBIOTICA FRUT-LIMON lata",1.852,00,6,DER
484,"KONY STEVIA LIQUIDA x 100 ml",2.181,44,6,DER
485,"KONY -LIFE- STEVIA PURA LIQUIDA x 100ml",3.080,22,6,DER
486,"KONY STEVIA LIQUIDA x 200ml",3.054,69,6,DER
487,"KONY -LIFE- STEVIA PURA LIQUIDA x 200ml",4.312,25,6,DER
488,"KONY STEVIA LIQUIDA x 500ml",5.886,40,6,DER
489,"KONY -LIFE- STEVIA PURA LIQUIDA x 500ml",8.639,32,6,DER
490,"KONY STEVIA EN SOBRES CAJA x 100u.",3.459,70,6,DER
491,"KONY STEVIA EN POLVO FRASCO x 90 gr.",3.694,80,6,DER
492,"KONY -EDULCORANTE- CLASICO x 200cc",1.316,18,6,DER
493,"KONY -EDULCORANTE- CLASICO x 500cc",2.397,18,6,DER
494,"TREVER STEVIA LIQUIDA x 100 ml",2.113,88,6,DER
495,"TREVER STEVIA LIQUIDA x 200ml",3.733,46,6,DER
496,"TREVER STEVIA LIQUIDA x 500ml",6.213,73,6,DER
497,"TREVER STEVIA EN SOBRES CAJA x 100u",3.229,20,6,DER
498,"TREVER STEVIA EN POLVO FRASCO x 90 gr",2.982,05,6,DER
499,"TREVER -PREMIUM- STEVIA LIQUIDA x 100 ml",4.292,35,6,DER
500,"MIX SALADO cervecero x 5 Kg",25.727,47,7,IZQ
501,"HARINA DE COCO -ECONOMICA- x 25 Kg",79.695,28,7,IZQ
502,"HARINA DE COCO -ECONOMICA- x 1 Kg",3.720,56,7,IZQ
503,"HARINA DE COCO -ECONOMICA- x 5 Kg",17.437,33,7,IZQ
504,"HARINA DE COCO -PREMIUM- x 1 Kg",5.960,67,7,IZQ
505,"HARINA DE COCO -PREMIUM- x 5 Kg",28.176,68,7,IZQ
506,"HARINA DE COCO -PREMIUM- x 25 Kg",134.485,16,7,IZQ
507,"HARINA DE ALMENDRAS sin piel x 10 Kg",209.874,84,7,IZQ
508,"HARINA DE ALMENDRAS sin piel x 1 Kg",22.219,51,7,IZQ
509,"HARINA DE ALMENDRAS (nacional) x 1 Kg",2.955,96,7,IZQ
510,"HARINA DE ALMENDRAS (nacional) x 25 Kg",65.396,47,7,IZQ
511,"HARINA DE ALMENDRAS (nacional) x 5 Kg",13.756,79,7,IZQ
512,"HARINA DE ARROZ x 5 Kg",5.834,16,7,IZQ
513,"HARINA DE ARROZ x 25 Kg",25.942,75,7,IZQ
514,"HARINA DE CHIA 1ra calidad x 25 kg",124.027,04,7,IZQ
515,"HARINA DE CHIA 1ra calidad x 1 kg",5.649,20,7,IZQ
516,"HARINA DE CHIA 1ra calidad x 5 kg",25.572,65,7,IZQ
517,"HARINA DE AVENA x 25 Kg",36.623,25,7,IZQ
518,"HARINA DE AVENA x 5 Kg",8.019,90,7,IZQ
519,"HARINA DE GARBANZO x 5 Kg",5.610,79,7,IZQ
520,"HARINA DE GARBANZO x 25 kg",26.369,09,7,IZQ
521,"HARINA DE LINO 1ra calidad x 25 kg",46.814,62,7,IZQ
522,"HARINA DE LINO 1ra calidad x 1 kg",2.233,82,7,IZQ
523,"HARINA DE LINO 1ra calidad x 5 kg",9.877,71,7,IZQ
524,"HARINA DE ABATI x 5 Kg",6.012,79,7,IZQ
525,"HARINA DE ABATI x 20 Kg",21.730,68,7,IZQ
526,"FECULA DE MANDIOCA s/ tacc x 25 kg",45.000,00,7,IZQ
527,"FECULA DE MANDIOCA s/ tacc x 1 Kg",2.497,50,7,IZQ
528,"FECULA DE MANDIOCA s/ tacc x 10 Kg",19.350,01,7,IZQ
529,"FECULA DE MANDIOCA x 5 Kg",9.477,00,7,IZQ
530,"POLENTA DEL CAMPO -TRADICIONAL- x 500gr",479,34,7,IZQ
531,"SOJA TEXTURIZADA- Fina - x 20 Kg",32.250,00,7,IZQ
532,"SOJA TEXTURIZADA - Fina - x 5 Kg",8.632,81,7,IZQ
533,"SOJA TEXTURIZADA- Gruesa - x 20 Kg",32.250,00,7,IZQ
534,"SOJA TEXTURIZADA- Gruesa - x 5 Kg",8.632,81,7,IZQ
535,"SOJA TEXTURIZADA- Gruesa - x 15 Kg",24.187,50,7,IZQ
536,"HARINA DE CENTENO x 5 Kg",6.605,27,7,IZQ
537,"HARINA DE CENTENO x 25 Kg",30.321,20,7,IZQ
538,"SALVADO DE TRIGO FINO x 25 Kg",10.245,82,7,IZQ
539,"SALVADO DE TRIGO FINO x 5 Kg",2.324,23,7,IZQ
540,"FECULA DE MAIZ sin tacc x 25 Kg",36.532,62,7,IZQ
541,"FECULA DE MAIZ sin tacc x 1 Kg",2.203,89,7,IZQ
542,"GERMEN DE TRIGO x 25 Kg",41.573,40,7,IZQ
543,"GERMEN DE TRIGO x 1 Kg",1.919,99,7,IZQ
544,"GERMEN DE TRIGO x 5 Kg",8.783,97,7,IZQ
545,"TREVER -PREMIUM- STEVIA LIQUIDA x 200 ml",6.998,66,7,DER
546,"TREVER -PREMIUM- STEVIA LIQUIDA x 500 ml",13.096,89,7,DER
547,"KONY ERITRITOL + STEVIA x 325 gr",15.522,19,7,DER
548,"GALLETA ARROZ BAÑADA CHOCOLATE x 88 gr",1.790,10,7,DER
549,"GALLETA ARROZ BAÑADA CHOC BLANCO x 88 gr",1.790,10,7,DER
550,"DISQUITOS DE ARROZ - SIN SAL-x 24u CAJA",6.523,92,7,DER
551,"DISQUITOS DE ARROZ - SALADO- x 24u CAJA",6.523,92,7,DER
552,"GALLE. MOLI. DEL BOSQUE-ORIGINAL-x 150gr",1.605,68,7,DER
553,"GALLE. MOLI. DEL BOSQUE- SIN SAL-x 150gr",1.605,68,7,DER
554,"GALLE. MOLI. DEL BOSQUE- DULCES-x 150gr",1.605,68,7,DER
555,"GALLE. MOLI. DEL BOSQUE-DULCE LIGHT-x150",1.605,68,7,DER
556,"GALLE. MOLI. DEL BOSQUE-INTEGRAL-x 150gr",1.605,68,7,DER
557,"COCOON LECHE DE almendra original x 1L",3.449,72,7,DER
558,"COCOON LECHE DE almendra sin azucar x 1L",3.449,72,7,DER
559,"COCOON LECHE DE coco sin azucar x 1L",3.449,72,7,DER
560,"DULCE DE LECHE KONY c/stevia x 440gr",5.178,10,7,DER
561,"MERMELADA KONY c/stevia FRUTILLA x360gr",3.775,22,7,DER
562,"MERMELADA KONY c/stevia DURAZNO x360gr",3.500,88,7,DER
563,"MERMELADA KONY c/stevia ARANDANO x360gr",5.147,22,7,DER
564,"MERM. DE CEREZA NEGRA C/STEVIA x 330 gr",4.640,40,7,DER
565,"MERMELADA DE CIRUELA C/STEVIA x 330 gr",4.010,01,7,DER
566,"MERMELADA DE DURAZNO C/STEVIA x 330 gr",4.640,40,7,DER
567,"MERMELADA DE FRUTILLA C/STEVIA x 330 gr",4.640,40,7,DER
568,"MERM. FRUTOS DEL BOSQ. C/STEVIA x 330 gr",4.640,40,7,DER
569,"MERMELADA DE HIGO C/STEVIA x 330 gr",4.010,01,7,DER
570,"MERMELADA DE MANGO C/STEVIA x 330 gr",4.640,40,7,DER
571,"MERM. DE ROSA MOSQUETA C/STEVIA x 330",4.640,40,7,DER
572,"MERMELADA DE ARANDANO C/STEVIA x 330 gr",4.640,40,7,DER
573,"MERMELADA DE FRAMBUESA C/STEVIA x 330 gr",5.314,49,7,DER
574,"MERMELADA DE MARACUYA C/STEVIA x 330 gr",5.314,49,7,DER
575,"MERM. DE NARANJA C/STEVIA x 330 gr",4.010,01,7,DER
576,"MERMELADA 3 CITRICOS C/STEVIA x 330 gr",4.010,01,7,DER
577,"MERM. MANGO Y FRUTILLA C/STEVIA x 330gr",4.640,40,7,DER
578,"MERMELADA DE MEMBRILLO C/STEVIA x 330 gr",4.640,40,7,DER
579,"MIEL PURA DE MONTE organica vidrio x 480",3.850,20,7,DER
580,"MIEL PURA DE MONTE organica vidrio x960g",6.706,80,7,DER
581,"MIEL PURA multifloral 4:8 x 500 gr",3.659,90,7,DER
582,"MIEL PURA multifloral 4:8 x 1 Kg",6.347,65,7,DER
583,"MIEL PURA multifloral 4:8 BALDE x 10 Kg",60.363,00,7,DER
584,"POLEN x 1Kg",36.551,20,7,DER
585,"PASTA MANI A GRANEL - balde x 23 Kg",54.339,04,7,DER
586,"HARINA DE MANI x 1 Kg",1.712,84,8,IZQ
587,"HARINA DE MANI x 5 Kg",7.789,71,8,IZQ
588,"HARINA DE MANI x 25 Kg",36.808,20,8,IZQ
589,"LECHE DE COCO EN POLVO x 15 Kg",304.314,87,8,IZQ
590,"LECHE DE COCO EN POLVO x 1 Kg",21.279,21,8,IZQ
591,"HARINA A BASE DE PISTACHO x 25 Kg",384.688,80,8,IZQ
592,"HARINA A BASE DE PISTACHO x 1 Kg",16.837,59,8,IZQ
593,"HARINA A BASE DE PISTACHO x 5 Kg",79.048,72,8,IZQ
594,"HARINA -INTEGRAL- ORGANICA Brotes x 1 Kg",2.451,10,8,IZQ
595,"HARINA -INTEGRAL- ORGANICA Brotes x 5 Kg",9.250,00,8,IZQ
596,"HARINA -INTEGRAL- ORGANICA Brotes x 25 K",34.648,00,8,IZQ
597,"HARINA DE TRIGO SARRACENO s/ tacc x 20Kg",75.751,46,8,IZQ
598,"HARINA DE TRIGO SARRACENO s/ tacc 1 Kg",4.475,92,8,IZQ
599,"HARINA INTEGRAL AGROECO Don Paisa x 25Kg",30.566,02,8,IZQ
600,"HARINA INTEGRAL AGROECO Don Paisa x 5 Kg",7.884,44,8,IZQ
601,"HARINA INTEGRAL AGROECO Don Paisa x 1 Kg",1.819,30,8,IZQ
602,"CAFE VERDE EN GRANO x 1Kg",16.823,25,8,IZQ
603,"CARDO MARIANO x 10 blister (100 caps)",26.890,58,8,IZQ
604,"OMEGA 3 x 9 blister (45 caps)",22.135,53,8,IZQ
605,"HONGO REISHI x 10 blister (100 caps)",21.807,60,8,IZQ
606,"CHLORELLA x 10 blister (100 caps)",20.905,85,8,IZQ
607,"MELENA DE LEON x 10 blister (100 caps)",40.745,78,8,IZQ
608,"VITAMINA B12 x 10 blister (100 caps)",20.225,32,8,IZQ
609,"PASTA DE MANI -TRADICIONAL-oddis x 350g",1.963,62,8,DER
610,"MANTEQUILLA DE MANI oddis x 490 gr",2.754,38,8,DER
611,"PASTA DE MANI -CROCANTE- oddis x 350 gr",1.963,62,8,DER
612,"GALL. INTEGRAL AVENA Y PASAS x 225g",2.004,93,8,DER
613,"GALL. INTEGRAL ALGARROBA x 225g",2.004,93,8,DER
614,"GALL. INTEGRAL CHIPS CHOC Y AVENA x 225g",2.667,42,8,DER
615,"GALL. INTEGRAL GRANOLA ALM Y MANI x 225g",2.400,08,8,DER
616,"GALLETA -ORGANICA- MIEL Y AVENA x 170g",1.708,64,8,DER
617,"GALLETA -ORGANICA- CACAO Y MIEL x 170g",1.708,64,8,DER
618,"ALFAJOR CHOC. NEGRO C/DULCE LECHE x 12u",17.459,40,8,DER
619,"ALFAJOR DE ALMENDRA CACAO 72% S/HAR x12u",27.888,29,8,DER
620,"CONITO CHOC. NEGRO C/ DUL. DE LECHE x12u",16.870,98,8,DER
621,"DULCE DE LECHE sin tacc x 450g vidrio",5.371,29,8,DER
622,"GALL. INTEGRAL AVENA Y PASAS x 225g",2.004,93,8,DER
623,"GALL. INTEGRAL ALGARROBA x 225g",2.004,93,8,DER
624,"GALL. INTEGRAL CHIPS CHOC Y AVENA x 225g",2.667,42,8,DER
625,"GALL. INTEGRAL GRANOLA ALM Y MANI x 225g",2.400,08,8,DER
626,"GALLETA -ORGANICA- MIEL Y AVENA x 170g",1.708,64,8,DER
627,"GALLETA -ORGANICA- CACAO Y MIEL x 170g",1.708,64,8,DER
628,"ALFAJOR CHOC. NEGRO C/DULCE LECHE x 12u",17.459,40,8,DER
629,"ALFAJOR DE ALMENDRA CACAO 72% S/HAR x12u",27.888,29,8,DER
630,"CONITO CHOC. NEGRO C/ DUL. DE LECHE x12u",16.870,98,8,DER
631,"DULCE DE LECHE sin tacc x 450g vidrio",5.371,29,8,DER
